terminal_id,total_txns,total_volume,avg_txn_amount,unique_customers,fraud_txns,fraud_volume,fraud_rate_pct,risk_tier
2930,56,2837.79,50.67,22,0,0.0,0.0,4 - Clean
2931,45,1666.34,37.03,13,0,0.0,0.0,4 - Clean
2932,120,5280.38,44.0,35,0,0.0,0.0,4 - Clean
2933,106,5288.23,49.89,38,0,0.0,0.0,4 - Clean
2934,82,4801.61,58.56,30,0,0.0,0.0,4 - Clean
2935,71,3359.57,47.32,27,1,60.3,1.408,3 - Watch
2936,94,5343.9,56.85,24,0,0.0,0.0,4 - Clean
2937,98,5525.99,56.39,31,0,0.0,0.0,4 - Clean
2938,66,2977.76,45.12,26,0,0.0,0.0,4 - Clean
2939,96,5658.62,58.94,34,0,0.0,0.0,4 - Clean
2940,87,3998.41,45.96,29,0,0.0,0.0,4 - Clean
2941,86,4683.29,54.46,35,1,69.75,1.163,3 - Watch
2942,79,3355.61,42.48,25,1,221.17,1.266,3 - Watch
2943,86,5118.67,59.52,26,0,0.0,0.0,4 - Clean
2944,133,7678.96,57.74,41,0,0.0,0.0,4 - Clean
2945,126,7222.97,57.33,35,0,0.0,0.0,4 - Clean
2946,51,3178.53,62.32,21,0,0.0,0.0,4 - Clean
2947,118,7125.06,60.38,32,1,238.81,0.847,3 - Watch
2948,147,7552.75,51.38,36,0,0.0,0.0,4 - Clean
2949,50,3211.9,64.24,12,0,0.0,0.0,4 - Clean
2950,135,7166.46,53.08,30,1,101.45,0.741,3 - Watch
2951,92,5469.93,59.46,34,3,968.75,3.261,2 - High
2952,68,4439.21,65.28,28,0,0.0,0.0,4 - Clean
2953,90,4443.29,49.37,29,0,0.0,0.0,4 - Clean
2954,53,2375.81,44.83,20,0,0.0,0.0,4 - Clean
2955,104,5144.57,49.47,32,0,0.0,0.0,4 - Clean
2956,98,4973.75,50.75,31,0,0.0,0.0,4 - Clean
2957,84,4164.71,49.58,26,0,0.0,0.0,4 - Clean
2958,91,5177.5,56.9,29,0,0.0,0.0,4 - Clean
2959,78,4596.7,58.93,25,0,0.0,0.0,4 - Clean
2960,94,6652.54,70.77,33,0,0.0,0.0,4 - Clean
2961,72,4747.87,65.94,28,0,0.0,0.0,4 - Clean
2962,95,7259.53,76.42,29,2,632.84,2.105,2 - High
2963,83,4545.24,54.76,29,0,0.0,0.0,4 - Clean
2964,74,4541.29,61.37,32,1,236.3,1.351,3 - Watch
2965,92,4447.19,48.34,36,1,41.0,1.087,3 - Watch
2966,85,5448.2,64.1,30,0,0.0,0.0,4 - Clean
2967,104,5867.72,56.42,31,0,0.0,0.0,4 - Clean
2968,109,6122.68,56.17,34,0,0.0,0.0,4 - Clean
2969,76,4780.9,62.91,28,0,0.0,0.0,4 - Clean
2970,72,4557.56,63.3,25,0,0.0,0.0,4 - Clean
2971,145,8084.05,55.75,41,0,0.0,0.0,4 - Clean
2972,107,6494.05,60.69,25,1,360.15,0.935,3 - Watch
2973,57,3131.4,54.94,28,1,266.52,1.754,3 - Watch
2974,77,3663.78,47.58,26,0,0.0,0.0,4 - Clean
2975,83,4501.56,54.24,28,0,0.0,0.0,4 - Clean
2976,113,5397.8,47.77,38,0,0.0,0.0,4 - Clean
2977,99,4805.99,48.55,31,0,0.0,0.0,4 - Clean
2978,123,6999.19,56.9,37,1,524.65,0.813,3 - Watch
2979,106,7041.52,66.43,32,0,0.0,0.0,4 - Clean
2980,74,5034.42,68.03,27,0,0.0,0.0,4 - Clean
2981,132,7491.83,56.76,29,0,0.0,0.0,4 - Clean
2982,99,5460.69,55.16,36,2,395.8,2.02,2 - High
2983,112,4611.27,41.17,33,0,0.0,0.0,4 - Clean
2984,77,4267.42,55.42,30,1,5.4,1.299,3 - Watch
2985,84,5141.04,61.2,28,29,1837.81,34.524,1 - Critical
2986,91,4619.63,50.77,28,0,0.0,0.0,4 - Clean
2987,109,7003.9,64.26,35,0,0.0,0.0,4 - Clean
2988,80,4671.34,58.39,28,1,297.55,1.25,3 - Watch
2989,102,5348.93,52.44,37,1,106.5,0.98,3 - Watch
2990,62,3486.55,56.23,22,0,0.0,0.0,4 - Clean
2991,83,4235.74,51.03,33,2,228.2,2.41,2 - High
2992,121,5815.47,48.06,31,0,0.0,0.0,4 - Clean
2993,138,5880.75,42.61,40,0,0.0,0.0,4 - Clean
2994,123,5685.19,46.22,36,2,301.75,1.626,3 - Watch
2995,81,4754.72,58.7,26,0,0.0,0.0,4 - Clean
2996,101,6776.43,67.09,26,0,0.0,0.0,4 - Clean
2997,63,4176.54,66.29,26,1,429.35,1.587,3 - Watch
2998,83,4539.23,54.69,31,0,0.0,0.0,4 - Clean
2999,107,5089.01,47.56,32,0,0.0,0.0,4 - Clean
3000,103,5693.6,55.28,31,0,0.0,0.0,4 - Clean
3001,94,4807.44,51.14,36,0,0.0,0.0,4 - Clean
3002,134,6399.05,47.75,36,1,234.75,0.746,3 - Watch
3003,70,3854.75,55.07,29,0,0.0,0.0,4 - Clean
3004,94,4758.72,50.62,26,0,0.0,0.0,4 - Clean
3005,68,3582.45,52.68,22,1,234.43,1.471,3 - Watch
3006,110,5288.81,48.08,42,1,176.4,0.909,3 - Watch
3007,63,3539.44,56.18,22,0,0.0,0.0,4 - Clean
3008,45,2688.26,59.74,14,0,0.0,0.0,4 - Clean
3009,76,4460.27,58.69,30,0,0.0,0.0,4 - Clean
3010,97,6024.35,62.11,31,0,0.0,0.0,4 - Clean
3011,108,6303.88,58.37,29,0,0.0,0.0,4 - Clean
3012,93,4661.53,50.12,27,0,0.0,0.0,4 - Clean
3013,84,4344.44,51.72,29,0,0.0,0.0,4 - Clean
3014,88,4729.84,53.75,29,0,0.0,0.0,4 - Clean
3015,106,6829.94,64.43,31,1,168.35,0.943,3 - Watch
3016,106,6003.53,56.64,34,1,199.85,0.943,3 - Watch
3017,70,4260.13,60.86,22,0,0.0,0.0,4 - Clean
3018,74,3692.06,49.89,32,0,0.0,0.0,4 - Clean
3019,89,4603.67,51.73,28,0,0.0,0.0,4 - Clean
3020,108,5745.34,53.2,33,0,0.0,0.0,4 - Clean
3021,66,2741.58,41.54,28,0,0.0,0.0,4 - Clean
3022,73,2983.6,40.87,27,0,0.0,0.0,4 - Clean
3023,86,3685.35,42.85,34,0,0.0,0.0,4 - Clean
3024,112,4899.57,43.75,34,0,0.0,0.0,4 - Clean
3025,61,3579.12,58.67,18,0,0.0,0.0,4 - Clean
3026,77,6145.92,79.82,28,0,0.0,0.0,4 - Clean
3027,51,2425.42,47.56,20,0,0.0,0.0,4 - Clean
3028,85,5040.25,59.3,30,0,0.0,0.0,4 - Clean
3029,83,4575.59,55.13,31,0,0.0,0.0,4 - Clean
3030,143,9862.89,68.97,39,1,330.25,0.699,3 - Watch
3031,88,4499.46,51.13,33,0,0.0,0.0,4 - Clean
3032,117,7146.98,61.09,38,0,0.0,0.0,4 - Clean
3033,108,4354.65,40.32,39,0,0.0,0.0,4 - Clean
3034,77,3651.25,47.42,27,0,0.0,0.0,4 - Clean
3035,73,4405.87,60.35,25,1,257.75,1.37,3 - Watch
3036,75,4701.99,62.69,32,0,0.0,0.0,4 - Clean
3037,120,6298.29,52.49,36,3,948.56,2.5,2 - High
3038,91,4728.49,51.96,29,1,116.35,1.099,3 - Watch
3039,84,5217.62,62.11,35,1,246.91,1.19,3 - Watch
3040,69,3607.99,52.29,30,0,0.0,0.0,4 - Clean
3041,64,3759.53,58.74,24,0,0.0,0.0,4 - Clean
3042,86,3759.17,43.71,31,0,0.0,0.0,4 - Clean
3043,75,4269.29,56.92,28,0,0.0,0.0,4 - Clean
3044,85,4588.29,53.98,33,0,0.0,0.0,4 - Clean
3045,79,3822.05,48.38,24,0,0.0,0.0,4 - Clean
3046,66,3346.85,50.71,23,0,0.0,0.0,4 - Clean
3047,66,3386.48,51.31,21,0,0.0,0.0,4 - Clean
3048,117,6266.78,53.56,42,1,92.45,0.855,3 - Watch
3049,91,6842.72,75.19,30,1,318.1,1.099,3 - Watch
3050,71,3531.99,49.75,28,0,0.0,0.0,4 - Clean
3051,96,5380.9,56.05,32,1,440.15,1.042,3 - Watch
3052,64,2884.88,45.08,22,0,0.0,0.0,4 - Clean
3053,87,6115.29,70.29,36,1,240.36,1.149,3 - Watch
3054,90,5403.27,60.04,29,0,0.0,0.0,4 - Clean
3055,108,6316.26,58.48,39,1,716.5,0.926,3 - Watch
3056,88,4467.35,50.77,33,0,0.0,0.0,4 - Clean
3057,107,5243.19,49.0,33,0,0.0,0.0,4 - Clean
3058,100,4772.11,47.72,32,1,609.75,1.0,3 - Watch
3059,96,6109.34,63.64,29,1,225.41,1.042,3 - Watch
3060,88,4072.94,46.28,31,0,0.0,0.0,4 - Clean
3061,80,3856.44,48.21,25,0,0.0,0.0,4 - Clean
3062,79,4515.58,57.16,29,1,226.04,1.266,3 - Watch
3063,95,5190.43,54.64,29,0,0.0,0.0,4 - Clean
3064,43,1796.97,41.79,18,0,0.0,0.0,4 - Clean
3065,60,3489.28,58.15,25,1,255.53,1.667,3 - Watch
3066,33,2225.85,67.45,12,0,0.0,0.0,4 - Clean
3067,63,2669.52,42.37,24,0,0.0,0.0,4 - Clean
3068,86,4777.41,55.55,28,0,0.0,0.0,4 - Clean
3069,111,5724.22,51.57,34,0,0.0,0.0,4 - Clean
3070,58,2903.82,50.07,20,0,0.0,0.0,4 - Clean
3071,50,2405.71,48.11,21,0,0.0,0.0,4 - Clean
3072,87,4477.65,51.47,33,0,0.0,0.0,4 - Clean
3073,80,4904.79,61.31,30,0,0.0,0.0,4 - Clean
3074,61,2723.42,44.65,26,0,0.0,0.0,4 - Clean
3075,92,5475.3,59.51,30,0,0.0,0.0,4 - Clean
3076,70,3010.53,43.01,29,0,0.0,0.0,4 - Clean
3077,81,4013.45,49.55,27,0,0.0,0.0,4 - Clean
3078,91,5645.11,62.03,32,0,0.0,0.0,4 - Clean
3079,65,2748.71,42.29,24,0,0.0,0.0,4 - Clean
3080,95,5727.9,60.29,34,1,249.1,1.053,3 - Watch
3081,88,4914.07,55.84,34,0,0.0,0.0,4 - Clean
3082,29,1400.89,48.31,11,0,0.0,0.0,4 - Clean
3083,122,6734.03,55.2,36,0,0.0,0.0,4 - Clean
3084,99,5027.09,50.78,29,0,0.0,0.0,4 - Clean
3085,51,2427.52,47.6,21,0,0.0,0.0,4 - Clean
3086,62,2505.12,40.41,28,0,0.0,0.0,4 - Clean
3087,122,7019.23,57.53,33,1,524.85,0.82,3 - Watch
3088,68,3137.46,46.14,26,0,0.0,0.0,4 - Clean
3089,81,3956.95,48.85,24,0,0.0,0.0,4 - Clean
3090,80,4740.53,59.26,19,0,0.0,0.0,4 - Clean
3091,87,5387.18,61.92,31,0,0.0,0.0,4 - Clean
3092,63,3509.62,55.71,24,0,0.0,0.0,4 - Clean
3093,59,3298.01,55.9,23,0,0.0,0.0,4 - Clean
3094,50,2521.74,50.43,17,0,0.0,0.0,4 - Clean
3095,81,4463.44,55.1,31,1,72.4,1.235,3 - Watch
3096,89,5250.89,59.0,31,0,0.0,0.0,4 - Clean
3097,94,3934.39,41.86,31,0,0.0,0.0,4 - Clean
3098,100,6520.37,65.2,29,1,227.93,1.0,3 - Watch
3099,70,3573.74,51.05,30,0,0.0,0.0,4 - Clean
3100,65,2744.65,42.23,16,0,0.0,0.0,4 - Clean
3101,69,3061.17,44.36,16,0,0.0,0.0,4 - Clean
3102,68,4173.09,61.37,21,0,0.0,0.0,4 - Clean
3103,107,5155.61,48.18,25,0,0.0,0.0,4 - Clean
3104,116,7179.8,61.89,35,44,3206.63,37.931,1 - Critical
3105,73,3201.42,43.86,19,0,0.0,0.0,4 - Clean
3106,85,4406.39,51.84,32,1,10.2,1.176,3 - Watch
3107,78,3992.98,51.19,29,0,0.0,0.0,4 - Clean
3108,98,6974.57,71.17,35,1,560.2,1.02,3 - Watch
3109,78,4045.62,51.87,28,0,0.0,0.0,4 - Clean
3110,104,5727.19,55.07,29,0,0.0,0.0,4 - Clean
3111,91,5550.63,61.0,31,0,0.0,0.0,4 - Clean
3112,66,2801.23,42.44,27,0,0.0,0.0,4 - Clean
3113,148,7992.23,54.0,34,1,103.7,0.676,3 - Watch
3114,114,6030.07,52.9,46,0,0.0,0.0,4 - Clean
3115,117,6210.09,53.08,32,0,0.0,0.0,4 - Clean
3116,98,4217.75,43.04,39,0,0.0,0.0,4 - Clean
3117,120,7657.77,63.81,36,1,220.55,0.833,3 - Watch
3118,100,6495.23,64.95,33,0,0.0,0.0,4 - Clean
3119,114,4982.22,43.7,39,1,199.9,0.877,3 - Watch
3120,92,4719.63,51.3,32,0,0.0,0.0,4 - Clean
3121,68,3753.16,55.19,28,0,0.0,0.0,4 - Clean
3122,82,4526.84,55.21,28,1,140.75,1.22,3 - Watch
3123,74,4287.11,57.93,26,0,0.0,0.0,4 - Clean
3124,51,2862.88,56.13,20,1,78.45,1.961,3 - Watch
3125,134,5942.94,44.35,41,0,0.0,0.0,4 - Clean
3126,80,4995.03,62.44,26,0,0.0,0.0,4 - Clean
3127,80,4153.87,51.92,29,0,0.0,0.0,4 - Clean
3128,106,5712.02,53.89,36,0,0.0,0.0,4 - Clean
3129,90,6700.16,74.45,31,0,0.0,0.0,4 - Clean
3130,71,4310.78,60.72,30,0,0.0,0.0,4 - Clean
3131,92,4671.85,50.78,26,0,0.0,0.0,4 - Clean
3132,60,3512.71,58.55,24,0,0.0,0.0,4 - Clean
3133,71,3848.03,54.2,32,0,0.0,0.0,4 - Clean
3134,127,7663.03,60.34,40,2,437.65,1.575,3 - Watch
3135,67,3866.45,57.71,29,0,0.0,0.0,4 - Clean
3136,115,5253.95,45.69,33,0,0.0,0.0,4 - Clean
3137,121,7188.19,59.41,35,0,0.0,0.0,4 - Clean
3138,95,5563.57,58.56,28,0,0.0,0.0,4 - Clean
3139,119,5990.71,50.34,35,0,0.0,0.0,4 - Clean
3140,109,6926.5,63.55,31,1,241.0,0.917,3 - Watch
3141,87,4578.74,52.63,31,0,0.0,0.0,4 - Clean
3142,103,5928.67,57.56,31,0,0.0,0.0,4 - Clean
3143,71,4129.18,58.16,27,0,0.0,0.0,4 - Clean
3144,116,6730.63,58.02,31,1,220.38,0.862,3 - Watch
3145,64,3187.67,49.81,17,0,0.0,0.0,4 - Clean
3146,93,5165.73,55.55,32,1,193.5,1.075,3 - Watch
3147,109,6313.24,57.92,38,1,276.95,0.917,3 - Watch
3148,77,3674.29,47.72,24,1,263.9,1.299,3 - Watch
3149,109,6267.7,57.5,31,0,0.0,0.0,4 - Clean
3150,41,2249.08,54.86,13,0,0.0,0.0,4 - Clean
3151,69,3490.74,50.59,25,0,0.0,0.0,4 - Clean
3152,106,5914.19,55.79,34,2,86.05,1.887,3 - Watch
3153,90,5575.74,61.95,24,0,0.0,0.0,4 - Clean
3154,103,6099.79,59.22,35,1,232.89,0.971,3 - Watch
3155,128,6455.13,50.43,39,0,0.0,0.0,4 - Clean
3156,67,2753.72,41.1,26,0,0.0,0.0,4 - Clean
3157,79,3944.59,49.93,24,0,0.0,0.0,4 - Clean
3158,55,2608.84,47.43,20,0,0.0,0.0,4 - Clean
3159,102,5714.04,56.02,27,0,0.0,0.0,4 - Clean
3160,77,3958.31,51.41,27,0,0.0,0.0,4 - Clean
3161,90,5455.07,60.61,31,0,0.0,0.0,4 - Clean
3162,85,3902.98,45.92,26,0,0.0,0.0,4 - Clean
3163,87,5259.52,60.45,27,1,164.35,1.149,3 - Watch
3164,87,3781.97,43.47,35,0,0.0,0.0,4 - Clean
3165,67,3210.34,47.92,26,0,0.0,0.0,4 - Clean
3166,80,4695.05,58.69,30,0,0.0,0.0,4 - Clean
3167,85,4403.25,51.8,32,2,146.9,2.353,2 - High
3168,127,6455.92,50.83,38,1,538.8,0.787,3 - Watch
3169,112,4564.82,40.76,41,0,0.0,0.0,4 - Clean
3170,83,2954.1,35.59,31,0,0.0,0.0,4 - Clean
3171,80,4469.28,55.87,29,0,0.0,0.0,4 - Clean
3172,88,4302.53,48.89,29,0,0.0,0.0,4 - Clean
3173,66,3410.75,51.68,24,0,0.0,0.0,4 - Clean
3174,57,3001.01,52.65,20,0,0.0,0.0,4 - Clean
3175,65,3325.99,51.17,23,0,0.0,0.0,4 - Clean
3176,75,3813.35,50.84,27,0,0.0,0.0,4 - Clean
3177,53,3165.31,59.72,19,0,0.0,0.0,4 - Clean
3178,73,3982.33,54.55,30,1,223.38,1.37,3 - Watch
3179,56,3137.81,56.03,26,0,0.0,0.0,4 - Clean
3180,81,3818.54,47.14,26,0,0.0,0.0,4 - Clean
3181,83,4783.17,57.63,28,0,0.0,0.0,4 - Clean
3182,66,4205.63,63.72,24,0,0.0,0.0,4 - Clean
3183,79,4639.76,58.73,25,0,0.0,0.0,4 - Clean
3184,95,4626.1,48.7,33,0,0.0,0.0,4 - Clean
3185,84,4527.25,53.9,32,0,0.0,0.0,4 - Clean
3186,79,4665.12,59.05,33,0,0.0,0.0,4 - Clean
3187,62,3813.57,61.51,27,1,237.11,1.613,3 - Watch
3188,78,3610.36,46.29,25,0,0.0,0.0,4 - Clean
3189,63,3240.37,51.43,16,1,629.55,1.587,3 - Watch
3190,80,3886.2,48.58,28,0,0.0,0.0,4 - Clean
3191,109,4516.62,41.44,34,0,0.0,0.0,4 - Clean
3192,106,5386.99,50.82,38,1,362.15,0.943,3 - Watch
3193,74,4364.09,58.97,28,0,0.0,0.0,4 - Clean
3194,94,5050.98,53.73,40,0,0.0,0.0,4 - Clean
3195,88,5995.49,68.13,20,0,0.0,0.0,4 - Clean
3196,78,4395.05,56.35,25,0,0.0,0.0,4 - Clean
3197,61,3169.25,51.95,27,0,0.0,0.0,4 - Clean
3198,97,5326.15,54.91,38,0,0.0,0.0,4 - Clean
3199,149,7641.97,51.29,38,0,0.0,0.0,4 - Clean
3200,88,5265.83,59.84,27,0,0.0,0.0,4 - Clean
3201,71,4211.28,59.31,30,0,0.0,0.0,4 - Clean
3202,83,4919.46,59.27,26,0,0.0,0.0,4 - Clean
3203,69,4009.71,58.11,26,0,0.0,0.0,4 - Clean
3204,102,5204.0,51.02,30,0,0.0,0.0,4 - Clean
3205,89,4610.54,51.8,33,1,14.65,1.124,3 - Watch
3206,72,3741.63,51.97,27,0,0.0,0.0,4 - Clean
3207,54,3388.47,62.75,22,0,0.0,0.0,4 - Clean
3208,76,4857.37,63.91,33,0,0.0,0.0,4 - Clean
3209,149,8827.24,59.24,33,1,194.05,0.671,3 - Watch
3210,114,6526.92,57.25,26,0,0.0,0.0,4 - Clean
3211,89,4032.19,45.31,33,1,114.05,1.124,3 - Watch
3212,78,4547.36,58.3,25,0,0.0,0.0,4 - Clean
3213,105,6105.19,58.14,32,0,0.0,0.0,4 - Clean
3214,80,3221.42,40.27,23,0,0.0,0.0,4 - Clean
3215,94,5397.91,57.42,33,0,0.0,0.0,4 - Clean
3216,79,4226.31,53.5,27,0,0.0,0.0,4 - Clean
3217,68,3916.57,57.6,28,0,0.0,0.0,4 - Clean
3218,102,4852.15,47.57,33,0,0.0,0.0,4 - Clean
3219,81,4529.58,55.92,33,0,0.0,0.0,4 - Clean
3220,96,5649.62,58.85,39,0,0.0,0.0,4 - Clean
3221,94,5694.89,60.58,37,0,0.0,0.0,4 - Clean
3222,134,5712.92,42.63,42,1,118.35,0.746,3 - Watch
3223,100,5468.54,54.69,35,1,149.15,1.0,3 - Watch
3224,70,4183.34,59.76,20,23,1277.35,32.857,1 - Critical
3225,64,3487.48,54.49,29,0,0.0,0.0,4 - Clean
3226,86,5257.7,61.14,30,1,227.63,1.163,3 - Watch
3227,75,4374.61,58.33,27,1,89.5,1.333,3 - Watch
3228,89,5571.33,62.6,32,0,0.0,0.0,4 - Clean
3229,116,6257.98,53.95,42,0,0.0,0.0,4 - Clean
3230,98,5337.0,54.46,33,0,0.0,0.0,4 - Clean
3231,112,5684.26,50.75,30,1,351.85,0.893,3 - Watch
3232,85,4302.84,50.62,24,2,415.7,2.353,2 - High
3233,88,4671.27,53.08,33,0,0.0,0.0,4 - Clean
3234,137,7822.07,57.1,45,1,211.65,0.73,3 - Watch
3235,109,5019.85,46.05,39,0,0.0,0.0,4 - Clean
3236,88,5806.02,65.98,24,0,0.0,0.0,4 - Clean
3237,74,3871.1,52.31,23,1,374.6,1.351,3 - Watch
3238,92,4204.76,45.7,31,0,0.0,0.0,4 - Clean
3239,77,4091.08,53.13,28,0,0.0,0.0,4 - Clean
3240,59,2855.03,48.39,24,0,0.0,0.0,4 - Clean
3241,74,4134.45,55.87,29,0,0.0,0.0,4 - Clean
3242,71,4201.19,59.17,27,0,0.0,0.0,4 - Clean
3243,127,7886.87,62.1,33,0,0.0,0.0,4 - Clean
3244,71,4168.93,58.72,23,1,156.7,1.408,3 - Watch
3245,104,6026.27,57.94,39,0,0.0,0.0,4 - Clean
3246,66,4399.43,66.66,24,0,0.0,0.0,4 - Clean
3247,120,7576.5,63.14,28,1,472.15,0.833,3 - Watch
3248,76,4688.68,61.69,28,0,0.0,0.0,4 - Clean
3249,120,7201.86,60.02,30,0,0.0,0.0,4 - Clean
3250,98,5252.38,53.6,40,1,350.45,1.02,3 - Watch
3251,72,5206.42,72.31,20,0,0.0,0.0,4 - Clean
3252,94,5393.24,57.37,34,1,205.45,1.064,3 - Watch
3253,71,4169.55,58.73,28,0,0.0,0.0,4 - Clean
3254,132,7065.1,53.52,44,0,0.0,0.0,4 - Clean
3255,87,5154.34,59.25,32,0,0.0,0.0,4 - Clean
3256,71,4285.05,60.35,26,0,0.0,0.0,4 - Clean
3257,77,4468.99,58.04,27,0,0.0,0.0,4 - Clean
3258,86,5728.5,66.61,26,0,0.0,0.0,4 - Clean
3259,86,4688.77,54.52,27,1,59.55,1.163,3 - Watch
3260,56,2667.96,47.64,25,0,0.0,0.0,4 - Clean
3261,81,3654.41,45.12,28,2,384.0,2.469,2 - High
3262,99,5042.38,50.93,30,0,0.0,0.0,4 - Clean
3263,88,5419.36,61.58,30,0,0.0,0.0,4 - Clean
3264,117,6237.96,53.32,34,0,0.0,0.0,4 - Clean
3265,105,6080.96,57.91,33,0,0.0,0.0,4 - Clean
3266,80,4960.03,62.0,32,0,0.0,0.0,4 - Clean
3267,74,3019.73,40.81,29,1,112.75,1.351,3 - Watch
3268,92,4653.01,50.58,31,0,0.0,0.0,4 - Clean
3269,128,5794.52,45.27,30,0,0.0,0.0,4 - Clean
3270,75,4378.93,58.39,28,0,0.0,0.0,4 - Clean
3271,65,3145.86,48.4,27,1,231.5,1.538,3 - Watch
3272,73,3579.31,49.03,21,1,58.35,1.37,3 - Watch
3273,86,3803.55,44.23,32,0,0.0,0.0,4 - Clean
3274,85,4922.05,57.91,25,0,0.0,0.0,4 - Clean
3275,67,3284.81,49.03,24,0,0.0,0.0,4 - Clean
3276,87,4841.58,55.65,32,0,0.0,0.0,4 - Clean
3277,87,4781.81,54.96,27,0,0.0,0.0,4 - Clean
3278,71,2985.86,42.05,28,0,0.0,0.0,4 - Clean
3279,120,5802.0,48.35,36,0,0.0,0.0,4 - Clean
3280,76,5123.85,67.42,18,2,697.0,2.632,2 - High
3281,65,3392.13,52.19,20,0,0.0,0.0,4 - Clean
3282,105,6099.43,58.09,33,0,0.0,0.0,4 - Clean
3283,67,3872.84,57.8,33,0,0.0,0.0,4 - Clean
3284,65,4471.57,68.79,23,0,0.0,0.0,4 - Clean
3285,73,3456.54,47.35,26,1,82.8,1.37,3 - Watch
3286,76,4154.99,54.67,26,0,0.0,0.0,4 - Clean
3287,77,3814.99,49.55,32,0,0.0,0.0,4 - Clean
3288,105,5811.5,55.35,35,0,0.0,0.0,4 - Clean
3289,138,7220.29,52.32,34,0,0.0,0.0,4 - Clean
3290,63,3135.77,49.77,25,0,0.0,0.0,4 - Clean
3291,75,4027.83,53.7,25,0,0.0,0.0,4 - Clean
3292,114,6247.84,54.81,35,0,0.0,0.0,4 - Clean
3293,51,2979.97,58.43,16,0,0.0,0.0,4 - Clean
3294,117,7272.86,62.16,33,1,231.85,0.855,3 - Watch
3295,76,4537.02,59.7,26,0,0.0,0.0,4 - Clean
3296,65,4272.81,65.74,20,0,0.0,0.0,4 - Clean
3297,71,3429.94,48.31,25,0,0.0,0.0,4 - Clean
3298,106,4927.56,46.49,37,0,0.0,0.0,4 - Clean
3299,83,5097.43,61.41,30,0,0.0,0.0,4 - Clean
3300,120,5103.29,42.53,33,0,0.0,0.0,4 - Clean
3301,110,6929.8,63.0,38,0,0.0,0.0,4 - Clean
3302,112,6036.07,53.89,36,0,0.0,0.0,4 - Clean
3303,91,4104.86,45.11,31,0,0.0,0.0,4 - Clean
3304,134,7108.68,53.05,36,1,245.69,0.746,3 - Watch
3305,126,5492.99,43.6,42,0,0.0,0.0,4 - Clean
3306,101,5343.43,52.91,37,0,0.0,0.0,4 - Clean
3307,92,5887.75,64.0,26,0,0.0,0.0,4 - Clean
3308,121,7115.41,58.81,33,3,1358.39,2.479,2 - High
3309,79,4256.7,53.88,28,2,614.52,2.532,2 - High
3310,66,3086.35,46.76,26,0,0.0,0.0,4 - Clean
3311,88,5204.57,59.14,33,0,0.0,0.0,4 - Clean
3312,87,5136.36,59.04,27,0,0.0,0.0,4 - Clean
3313,102,5327.3,52.23,34,0,0.0,0.0,4 - Clean
3314,93,6076.23,65.34,22,0,0.0,0.0,4 - Clean
3315,90,5485.13,60.95,21,0,0.0,0.0,4 - Clean
3316,104,7265.75,69.86,41,2,283.1,1.923,3 - Watch
3317,74,4284.68,57.9,31,0,0.0,0.0,4 - Clean
3318,91,4803.82,52.79,28,0,0.0,0.0,4 - Clean
3319,94,4933.64,52.49,28,0,0.0,0.0,4 - Clean
3320,118,5526.97,46.84,36,0,0.0,0.0,4 - Clean
3321,74,4204.46,56.82,25,0,0.0,0.0,4 - Clean
3322,76,4202.42,55.3,27,0,0.0,0.0,4 - Clean
3323,71,3423.23,48.21,26,0,0.0,0.0,4 - Clean
3324,83,4624.46,55.72,32,0,0.0,0.0,4 - Clean
3325,94,5040.7,53.62,31,0,0.0,0.0,4 - Clean
3326,160,8292.9,51.83,42,0,0.0,0.0,4 - Clean
3327,96,4968.0,51.75,29,0,0.0,0.0,4 - Clean
3328,55,3062.18,55.68,24,3,196.9,5.455,1 - Critical
3329,92,5387.56,58.56,34,0,0.0,0.0,4 - Clean
3330,102,6491.93,63.65,32,1,414.0,0.98,3 - Watch
3331,99,3853.71,38.93,33,0,0.0,0.0,4 - Clean
3332,83,4158.95,50.11,30,0,0.0,0.0,4 - Clean
3333,128,6911.88,54.0,41,0,0.0,0.0,4 - Clean
3334,91,5901.92,64.86,29,3,576.92,3.297,2 - High
3335,95,5623.76,59.2,31,1,71.75,1.053,3 - Watch
3336,101,6537.34,64.73,29,0,0.0,0.0,4 - Clean
3337,44,2135.85,48.54,14,0,0.0,0.0,4 - Clean
3338,76,3614.73,47.56,27,0,0.0,0.0,4 - Clean
3339,66,4038.78,61.19,22,1,229.76,1.515,3 - Watch
3340,77,4202.77,54.58,32,0,0.0,0.0,4 - Clean
3341,86,3103.43,36.09,32,0,0.0,0.0,4 - Clean
3342,73,4337.38,59.42,22,0,0.0,0.0,4 - Clean
3343,101,5679.71,56.23,31,0,0.0,0.0,4 - Clean
3344,95,4567.44,48.08,28,1,247.45,1.053,3 - Watch
3345,108,6144.3,56.89,38,1,548.85,0.926,3 - Watch
3346,73,3551.2,48.65,29,21,905.62,28.767,1 - Critical
3347,108,4991.41,46.22,32,0,0.0,0.0,4 - Clean
3348,94,5692.99,60.56,34,1,205.0,1.064,3 - Watch
3349,110,5165.68,46.96,39,1,365.2,0.909,3 - Watch
3350,58,3039.13,52.4,23,1,240.25,1.724,3 - Watch
3351,58,2816.99,48.57,17,0,0.0,0.0,4 - Clean
3352,72,4176.68,58.01,23,0,0.0,0.0,4 - Clean
