rank,pct_terminals,fraud_volume,cum,cum_pct
644,6.44,460.9,557492.430000001,60.09
645,6.45,458.8,557951.230000001,60.14
646,6.46,458.7,558409.930000001,60.18
647,6.47,458.4,558868.330000001,60.23
648,6.48,458.2,559326.530000001,60.28
649,6.49,457.2,559783.7300000009,60.33
650,6.5,456.55,560240.280000001,60.38
651,6.51,456.35,560696.6300000009,60.43
652,6.52,456.34,561152.9700000009,60.48
653,6.53,456.25,561609.2200000009,60.53
654,6.54,456.2,562065.4200000009,60.58
655,6.55,455.95,562521.3700000008,60.63
656,6.56,455.88,562977.2500000008,60.68
657,6.57,455.75,563433.0000000008,60.73
658,6.58,455.0,563888.0000000008,60.78
659,6.59,454.99,564342.9900000008,60.82
660,6.6,454.35,564797.3400000008,60.87
661,6.61,454.2,565251.5400000007,60.92
662,6.62,454.0,565705.5400000007,60.97
663,6.63,453.75,566159.2900000007,61.02
664,6.64,453.36,566612.6500000007,61.07
665,6.65,450.56,567063.2100000008,61.12
666,6.66,449.85,567513.0600000008,61.17
667,6.67,449.83,567962.8900000007,61.21
668,6.68,447.7,568410.5900000007,61.26
669,6.69,447.6,568858.1900000006,61.31
670,6.7,446.65,569304.8400000007,61.36
671,6.71,446.6,569751.4400000006,61.41
672,6.72,446.2,570197.6400000006,61.46
673,6.73,444.7,570642.3400000005,61.5
674,6.74,444.3,571086.6400000006,61.55
675,6.75,443.55,571530.1900000006,61.6
676,6.76,440.3,571970.4900000007,61.65
677,6.77,440.15,572410.6400000007,61.69
678,6.78,440.1,572850.7400000007,61.74
679,6.79,438.0,573288.7400000007,61.79
680,6.8,437.7,573726.4400000006,61.84
681,6.81,437.65,574164.0900000007,61.88
682,6.82,437.2,574601.2900000006,61.93
683,6.83,437.15,575038.4400000006,61.98
684,6.84,437.15,575475.5900000007,62.02
685,6.85,436.75,575912.3400000007,62.07
686,6.86,436.45,576348.7900000006,62.12
687,6.87,436.15,576784.9400000006,62.17
688,6.88,435.6,577220.5400000006,62.21
689,6.89,435.55,577656.0900000007,62.26
690,6.9,435.2,578091.2900000006,62.31
691,6.91,434.15,578525.4400000006,62.35
692,6.92,433.5,578958.9400000006,62.4
693,6.93,433.2,579392.1400000006,62.45
694,6.94,432.85,579824.9900000006,62.49
695,6.95,431.85,580256.8400000005,62.54
696,6.96,430.55,580687.3900000006,62.59
697,6.97,430.5,581117.8900000006,62.63
698,6.98,429.6,581547.4900000006,62.68
699,6.99,429.35,581976.8400000005,62.72
700,7.0,429.2,582406.0400000005,62.77
701,7.01,429.15,582835.1900000005,62.82
702,7.02,428.6,583263.7900000005,62.86
703,7.03,427.85,583691.6400000005,62.91
704,7.04,427.12,584118.7600000005,62.96
705,7.05,426.4,584545.1600000005,63.0
706,7.06,426.3,584971.4600000005,63.05
707,7.07,426.0,585397.4600000005,63.09
708,7.08,425.1,585822.5600000005,63.14
709,7.09,424.65,586247.2100000005,63.18
710,7.1,424.1,586671.3100000005,63.23
711,7.11,424.0,587095.3100000005,63.28
712,7.12,423.9,587519.2100000005,63.32
713,7.13,423.5,587942.7100000005,63.37
714,7.14,423.15,588365.8600000006,63.41
715,7.15,422.7,588788.5600000005,63.46
716,7.16,422.0,589210.5600000005,63.5
717,7.17,421.6,589632.1600000005,63.55
718,7.18,421.6,590053.7600000005,63.6
719,7.19,421.55,590475.3100000005,63.64
720,7.2,420.95,590896.2600000005,63.69
721,7.21,420.15,591316.4100000005,63.73
722,7.22,419.9,591736.3100000005,63.78
723,7.23,419.2,592155.5100000005,63.82
724,7.24,417.85,592573.3600000005,63.87
725,7.25,415.9,592989.2600000005,63.91
726,7.26,415.7,593404.9600000004,63.96
727,7.27,415.7,593820.6600000004,64.0
728,7.28,415.7,594236.3600000003,64.05
729,7.29,415.65,594652.0100000004,64.09
730,7.3,415.45,595067.4600000003,64.14
731,7.31,414.85,595482.3100000003,64.18
732,7.32,414.8,595897.1100000003,64.22
733,7.33,414.65,596311.7600000004,64.27
734,7.34,414.0,596725.7600000004,64.31
735,7.35,413.85,597139.6100000003,64.36
736,7.36,413.8,597553.4100000004,64.4
737,7.37,413.3,597966.7100000004,64.45
738,7.38,413.1,598379.8100000004,64.49
739,7.39,412.95,598792.7600000004,64.54
740,7.4,412.4,599205.1600000004,64.58
741,7.41,412.1,599617.2600000004,64.63
742,7.42,411.45,600028.7100000003,64.67
743,7.43,411.45,600440.1600000003,64.71
744,7.44,410.95,600851.1100000002,64.76
745,7.45,410.15,601261.2600000002,64.8
746,7.46,409.71,601670.9700000002,64.85
747,7.47,409.6,602080.5700000002,64.89
748,7.48,409.4,602489.9700000002,64.94
749,7.49,409.15,602899.1200000002,64.98
750,7.5,408.7,603307.8200000002,65.02
751,7.51,408.45,603716.2700000001,65.07
752,7.52,408.4,604124.6700000002,65.11
753,7.53,408.4,604533.0700000002,65.16
754,7.54,407.95,604941.0200000001,65.2
755,7.55,407.9,605348.9200000002,65.24
756,7.56,407.9,605756.8200000002,65.29
757,7.57,407.65,606164.4700000002,65.33
758,7.58,407.2,606571.6700000002,65.38
759,7.59,407.15,606978.8200000002,65.42
760,7.6,406.73,607385.5500000002,65.46
761,7.61,406.7,607792.2500000001,65.51
762,7.62,405.9,608198.1500000001,65.55
763,7.63,405.25,608603.4000000001,65.59
764,7.64,404.0,609007.4000000001,65.64
765,7.65,403.55,609410.9500000002,65.68
766,7.66,403.35,609814.3000000002,65.72
767,7.67,403.15,610217.4500000002,65.77
768,7.68,403.0,610620.4500000002,65.81
769,7.69,402.95,611023.4000000001,65.86
770,7.7,402.45,611425.8500000001,65.9
771,7.71,402.25,611828.1000000001,65.94
772,7.72,402.2,612230.3,65.99
773,7.73,401.95,612632.25,66.03
774,7.74,401.75,613034.0,66.07
775,7.75,400.05,613434.05,66.12
776,7.76,400.05,613834.1000000001,66.16
777,7.77,400.0,614234.1000000001,66.2
778,7.78,399.8,614633.9000000001,66.24
779,7.79,399.1,615033.0000000001,66.29
780,7.8,398.45,615431.4500000001,66.33
781,7.81,398.25,615829.7000000001,66.37
782,7.82,397.9,616227.6000000001,66.42
783,7.83,397.65,616625.2500000001,66.46
784,7.84,397.55,617022.8000000002,66.5
785,7.85,395.8,617418.6000000002,66.54
786,7.86,395.75,617814.3500000002,66.59
787,7.87,395.65,618210.0000000002,66.63
788,7.88,395.3,618605.3000000003,66.67
789,7.89,395.06,619000.3600000003,66.72
790,7.9,394.1,619394.4600000003,66.76
791,7.91,393.7,619788.1600000003,66.8
792,7.92,393.5,620181.6600000003,66.84
793,7.93,393.3,620574.9600000003,66.88
794,7.94,392.3,620967.2600000004,66.93
795,7.95,392.2,621359.4600000003,66.97
796,7.96,391.4,621750.8600000003,67.01
797,7.97,387.15,622138.0100000004,67.05
798,7.98,386.95,622524.9600000003,67.09
799,7.99,386.8,622911.7600000004,67.14
800,8.0,385.6,623297.3600000003,67.18
801,8.01,385.45,623682.8100000003,67.22
802,8.02,385.45,624068.2600000002,67.26
803,8.03,384.55,624452.8100000003,67.3
804,8.04,384.0,624836.8100000003,67.34
805,8.05,383.8,625220.6100000003,67.39
806,8.06,383.75,625604.3600000003,67.43
807,8.07,383.6,625987.9600000003,67.47
808,8.08,383.0,626370.9600000003,67.51
809,8.09,382.35,626753.3100000003,67.55
810,8.1,381.0,627134.3100000003,67.59
811,8.11,380.75,627515.0600000003,67.63
812,8.12,380.05,627895.1100000003,67.67
813,8.13,379.8,628274.9100000004,67.71
814,8.14,379.45,628654.3600000003,67.76
815,8.15,379.35,629033.7100000003,67.8
816,8.16,378.55,629412.2600000004,67.84
817,8.17,378.4,629790.6600000004,67.88
818,8.18,378.35,630169.0100000004,67.92
819,8.19,378.05,630547.0600000004,67.96
820,8.2,377.55,630924.6100000005,68.0
821,8.21,377.1,631301.7100000004,68.04
822,8.22,375.95,631677.6600000004,68.08
823,8.23,375.6,632053.2600000004,68.12
824,8.24,375.35,632428.6100000003,68.16
825,8.25,375.25,632803.8600000003,68.2
826,8.26,374.9,633178.7600000004,68.24
827,8.27,374.85,633553.6100000003,68.28
828,8.28,374.75,633928.3600000003,68.32
829,8.29,374.6,634302.9600000003,68.36
830,8.3,374.05,634677.0100000004,68.4
831,8.31,373.84,635050.8500000003,68.44
832,8.32,372.4,635423.2500000003,68.49
833,8.33,371.45,635794.7000000003,68.53
834,8.34,371.1,636165.8000000003,68.57
835,8.35,370.95,636536.7500000002,68.61
836,8.36,369.2,636905.9500000002,68.64
837,8.37,369.1,637275.0500000002,68.68
838,8.38,369.03,637644.0800000002,68.72
839,8.39,367.96,638012.0400000002,68.76
840,8.4,367.9,638379.9400000002,68.8
841,8.41,367.4,638747.3400000002,68.84
842,8.42,367.3,639114.6400000002,68.88
843,8.43,366.65,639481.2900000003,68.92
844,8.44,366.05,639847.3400000003,68.96
845,8.45,365.95,640213.2900000003,69.0
846,8.46,365.9,640579.1900000003,69.04
847,8.47,365.86,640945.0500000003,69.08
848,8.48,365.4,641310.4500000003,69.12
849,8.49,365.2,641675.6500000003,69.16
850,8.5,364.48,642040.1300000002,69.2
851,8.51,364.3,642404.4300000003,69.24
852,8.52,363.2,642767.6300000002,69.28
853,8.53,362.2,643129.8300000002,69.32
854,8.54,362.15,643491.9800000002,69.35
855,8.55,361.6,643853.5800000002,69.39
856,8.56,361.55,644215.1300000002,69.43
857,8.57,361.55,644576.6800000003,69.47
858,8.58,360.6,644937.2800000003,69.51
859,8.59,360.25,645297.5300000003,69.55
860,8.6,360.15,645657.6800000003,69.59
861,8.61,360.0,646017.6800000003,69.63
862,8.62,360.0,646377.6800000003,69.67
863,8.63,359.7,646737.3800000002,69.7
864,8.64,359.6,647096.9800000002,69.74
865,8.65,359.0,647455.9800000002,69.78
866,8.66,358.9,647814.8800000002,69.82
867,8.67,358.0,648172.8800000002,69.86
868,8.68,357.6,648530.4800000002,69.9
869,8.69,357.35,648887.8300000002,69.94
870,8.7,356.95,649244.7800000001,69.97
871,8.71,356.5,649601.2800000001,70.01
872,8.72,356.05,649957.3300000002,70.05
873,8.73,355.5,650312.8300000002,70.09
874,8.74,355.3,650668.1300000002,70.13
875,8.75,355.15,651023.2800000003,70.17
876,8.76,354.95,651378.2300000002,70.2
877,8.77,354.65,651732.8800000002,70.24
878,8.78,354.45,652087.3300000002,70.28
879,8.79,353.9,652441.2300000002,70.32
880,8.8,352.35,652793.5800000002,70.36
881,8.81,352.1,653145.6800000002,70.4
882,8.82,351.85,653497.5300000001,70.43
883,8.83,351.5,653849.0300000001,70.47
884,8.84,351.3,654200.3300000002,70.51
885,8.85,350.65,654550.9800000002,70.55
886,8.86,350.6,654901.5800000002,70.58
887,8.87,350.45,655252.0300000001,70.62
888,8.88,349.9,655601.9300000002,70.66
889,8.89,349.7,655951.6300000001,70.7
890,8.9,348.0,656299.6300000001,70.74
891,8.91,347.55,656647.1800000002,70.77
892,8.92,346.9,656994.0800000002,70.81
893,8.93,346.7,657340.7800000001,70.85
894,8.94,346.45,657687.2300000001,70.88
895,8.95,346.15,658033.3800000001,70.92
896,8.96,345.6,658378.9800000001,70.96
897,8.97,345.45,658724.43,71.0
898,8.98,345.27,659069.7000000001,71.03
899,8.99,344.7,659414.4,71.07
900,9.0,344.6,659759.0,71.11
901,9.01,344.5,660103.5,71.15
902,9.02,343.78,660447.28,71.18
903,9.03,343.65,660790.93,71.22
904,9.04,343.4,661134.3300000001,71.26
905,9.05,343.25,661477.5800000001,71.29
906,9.06,343.15,661820.7300000001,71.33
907,9.07,342.85,662163.5800000001,71.37
908,9.08,342.65,662506.2300000001,71.4
909,9.09,342.6,662848.8300000001,71.44
910,9.1,342.25,663191.0800000001,71.48
911,9.11,342.15,663533.2300000001,71.51
912,9.12,342.0,663875.2300000001,71.55
913,9.13,341.85,664217.0800000001,71.59
914,9.14,341.8,664558.8800000001,71.63
915,9.15,341.75,664900.6300000001,71.66
916,9.16,341.57,665242.2000000001,71.7
917,9.17,341.3,665583.5000000001,71.74
918,9.18,341.05,665924.5500000002,71.77
919,9.19,340.25,666264.8000000002,71.81
920,9.2,340.19,666604.9900000001,71.85
921,9.21,340.05,666945.0400000002,71.88
922,9.22,339.7,667284.7400000001,71.92
923,9.23,339.4,667624.1400000001,71.96
924,9.24,339.35,667963.4900000001,71.99
925,9.25,339.03,668302.5200000001,72.03
926,9.26,338.35,668640.8700000001,72.07
927,9.27,338.29,668979.1600000001,72.1
928,9.28,337.95,669317.1100000001,72.14
929,9.29,337.85,669654.9600000001,72.17
930,9.3,337.5,669992.4600000001,72.21
931,9.31,336.9,670329.3600000001,72.25
932,9.32,336.9,670666.2600000001,72.28
933,9.33,336.65,671002.9100000001,72.32
934,9.34,336.25,671339.1600000001,72.36
935,9.35,335.3,671674.4600000002,72.39
936,9.36,334.75,672009.2100000002,72.43
937,9.37,334.6,672343.8100000002,72.46
938,9.38,333.95,672677.7600000001,72.5
939,9.39,333.85,673011.6100000001,72.54
940,9.4,333.55,673345.1600000001,72.57
941,9.41,332.95,673678.1100000001,72.61
942,9.42,332.15,674010.2600000001,72.64
943,9.43,332.1,674342.3600000001,72.68
944,9.44,331.6,674673.9600000001,72.72
945,9.45,331.55,675005.5100000001,72.75
946,9.46,331.4,675336.9100000001,72.79
947,9.47,331.15,675668.0600000002,72.82
948,9.48,331.1,675999.1600000001,72.86
949,9.49,330.45,676329.6100000001,72.89
950,9.5,330.25,676659.8600000001,72.93
951,9.51,329.4,676989.2600000001,72.96
952,9.52,329.2,677318.4600000001,73.0
953,9.53,329.16,677647.6200000001,73.04
954,9.54,329.15,677976.7700000001,73.07
955,9.55,329.1,678305.8700000001,73.11
956,9.56,328.65,678634.5200000001,73.14
957,9.57,327.83,678962.3500000001,73.18
958,9.58,327.47,679289.8200000001,73.21
959,9.59,326.2,679616.02,73.25
960,9.6,326.05,679942.0700000001,73.28
961,9.61,325.6,680267.67,73.32
962,9.62,325.6,680593.27,73.35
963,9.63,325.05,680918.3200000001,73.39
964,9.64,324.95,681243.27,73.42
965,9.65,324.35,681567.62,73.46
966,9.66,324.25,681891.87,73.49
967,9.67,323.9,682215.77,73.53
968,9.68,323.65,682539.42,73.56
969,9.69,323.6,682863.02,73.6
970,9.7,323.2,683186.22,73.63
971,9.71,322.5,683508.72,73.67
972,9.72,321.4,683830.12,73.7
973,9.73,321.25,684151.37,73.74
974,9.74,321.05,684472.42,73.77
975,9.75,320.75,684793.17,73.81
976,9.76,320.3,685113.4700000001,73.84
977,9.77,320.3,685433.7700000001,73.88
978,9.78,320.04,685753.8100000002,73.91
979,9.79,319.35,686073.1600000001,73.94
980,9.8,318.85,686392.0100000001,73.98
981,9.81,318.1,686710.1100000001,74.01
982,9.82,316.85,687026.9600000001,74.05
983,9.83,316.45,687343.41,74.08
984,9.84,316.25,687659.66,74.12
985,9.85,316.15,687975.81,74.15
986,9.86,315.2,688291.01,74.18
987,9.87,315.1,688606.11,74.22
988,9.88,314.65,688920.76,74.25
989,9.89,314.58,689235.34,74.28
990,9.9,314.55,689549.89,74.32
991,9.91,312.77,689862.66,74.35
992,9.92,312.15,690174.81,74.39
993,9.93,312.1,690486.91,74.42
994,9.94,311.7,690798.61,74.45
995,9.95,311.65,691110.26,74.49
996,9.96,310.8,691421.06,74.52
997,9.97,310.77,691731.8300000001,74.55
998,9.98,310.6,692042.43,74.59
999,9.99,310.39,692352.8200000001,74.62
1000,10.0,309.85,692662.67,74.65
1001,10.01,309.65,692972.3200000001,74.69
1002,10.02,309.25,693281.5700000001,74.72
1003,10.03,309.23,693590.8,74.75
1004,10.04,309.1,693899.9,74.79
1005,10.05,308.85,694208.75,74.82
1006,10.06,308.6,694517.35,74.85
1007,10.07,308.15,694825.5,74.89
1008,10.08,307.65,695133.15,74.92
1009,10.09,307.4,695440.55,74.95
1010,10.1,307.25,695747.8,74.99
1011,10.11,307.1,696054.9,75.02
1012,10.12,306.71,696361.61,75.05
1013,10.13,306.35,696667.96,75.09
1014,10.14,305.7,696973.6599999999,75.12
1015,10.15,305.65,697279.3099999999,75.15
1016,10.16,304.85,697584.1599999999,75.18
1017,10.17,304.8,697888.96,75.22
1018,10.18,304.4,698193.36,75.25
1019,10.19,303.7,698497.0599999999,75.28
1020,10.2,303.43,698800.49,75.32
1021,10.21,303.17,699103.66,75.35
1022,10.22,302.75,699406.41,75.38
1023,10.23,302.6,699709.01,75.41
1024,10.24,302.25,700011.26,75.45
1025,10.25,301.85,700313.11,75.48
1026,10.26,301.75,700614.86,75.51
1027,10.27,301.55,700916.41,75.54
1028,10.28,301.4,701217.81,75.58
1029,10.29,300.92,701518.7300000001,75.61
1030,10.3,300.4,701819.1300000001,75.64
1031,10.31,300.05,702119.1800000002,75.67
1032,10.32,299.45,702418.6300000001,75.71
1033,10.33,298.8,702717.4300000002,75.74
1034,10.34,298.7,703016.1300000001,75.77
1035,10.35,298.58,703314.7100000001,75.8
1036,10.36,298.45,703613.16,75.83
1037,10.37,297.95,703911.11,75.87
1038,10.38,297.9,704209.01,75.9
1039,10.39,297.8,704506.81,75.93
1040,10.4,297.76,704804.5700000001,75.96
1041,10.41,297.55,705102.1200000001,75.99
1042,10.42,297.55,705399.6700000002,76.03
1043,10.43,295.85,705695.5200000001,76.06
1044,10.44,295.55,705991.0700000002,76.09
1045,10.45,295.4,706286.4700000002,76.12
1046,10.46,295.0,706581.4700000002,76.15
1047,10.47,293.9,706875.3700000002,76.19
1048,10.48,293.65,707169.0200000003,76.22
1049,10.49,293.62,707462.6400000002,76.25
1050,10.5,293.45,707756.0900000002,76.28
1051,10.51,293.25,708049.3400000002,76.31
1052,10.52,293.2,708342.5400000002,76.34
1053,10.53,293.15,708635.6900000002,76.38
1054,10.54,292.9,708928.5900000002,76.41
1055,10.55,292.8,709221.3900000002,76.44
1056,10.56,292.3,709513.6900000003,76.47
1057,10.57,292.2,709805.8900000002,76.5
1058,10.58,291.95,710097.8400000002,76.53
1059,10.59,291.8,710389.6400000002,76.56
1060,10.6,291.75,710681.3900000002,76.6
1061,10.61,291.5,710972.8900000002,76.63
1062,10.62,291.45,711264.3400000002,76.66
1063,10.63,291.25,711555.5900000002,76.69
1064,10.64,291.11,711846.7000000002,76.72
1065,10.65,290.8,712137.5000000002,76.75
1066,10.66,290.0,712427.5000000002,76.78
1067,10.67,289.61,712717.1100000002,76.82
1068,10.68,289.6,713006.7100000002,76.85
1069,10.69,289.05,713295.7600000002,76.88
1070,10.7,288.8,713584.5600000003,76.91
1071,10.71,288.45,713873.0100000002,76.94
1072,10.72,288.4,714161.4100000003,76.97
1073,10.73,288.15,714449.5600000003,77.0
1074,10.74,288.1,714737.6600000003,77.03
1075,10.75,287.79,715025.4500000003,77.06
1076,10.76,287.45,715312.9000000003,77.1
1077,10.77,286.8,715599.7000000003,77.13
1078,10.78,286.7,715886.4000000003,77.16
1079,10.79,286.6,716173.0000000002,77.19
1080,10.8,286.4,716459.4000000003,77.22
1081,10.81,285.9,716745.3000000003,77.25
1082,10.82,285.1,717030.4000000003,77.28
1083,10.83,284.35,717314.7500000002,77.31
1084,10.84,284.25,717599.0000000002,77.34
1085,10.85,283.1,717882.1000000002,77.37
1086,10.86,283.05,718165.1500000003,77.4
1087,10.87,282.59,718447.7400000002,77.43
1088,10.88,282.55,718730.2900000003,77.46
1089,10.89,282.5,719012.7900000003,77.49
1090,10.9,282.0,719294.7900000003,77.52
1091,10.91,281.5,719576.2900000003,77.55
1092,10.92,281.39,719857.6800000003,77.59
1093,10.93,281.35,720139.0300000003,77.62
1094,10.94,281.15,720420.1800000003,77.65
1095,10.95,280.75,720700.9300000003,77.68
1096,10.96,280.25,720981.1800000003,77.71
1097,10.97,278.65,721259.8300000003,77.74
1098,10.98,277.15,721536.9800000003,77.77
1099,10.99,276.95,721813.9300000003,77.8
1100,11.0,276.85,722090.7800000003,77.83
1101,11.01,276.4,722367.1800000003,77.86
1102,11.02,275.85,722643.0300000003,77.89
1103,11.03,275.7,722918.7300000002,77.92
1104,11.04,275.6,723194.3300000002,77.94
1105,11.05,275.6,723469.9300000002,77.97
1106,11.06,274.8,723744.7300000002,78.0
1107,11.07,274.4,724019.1300000002,78.03
1108,11.08,274.32,724293.4500000002,78.06
1109,11.09,273.25,724566.7000000002,78.09
1110,11.1,273.25,724839.9500000002,78.12
1111,11.11,272.95,725112.9000000001,78.15
1112,11.12,272.45,725385.3500000001,78.18
1113,11.13,272.25,725657.6000000001,78.21
1114,11.14,272.08,725929.68,78.24
1115,11.15,271.3,726200.9800000001,78.27
1116,11.16,271.25,726472.2300000001,78.3
1117,11.17,270.45,726742.68,78.33
1118,11.18,269.8,727012.4800000001,78.36
1119,11.19,269.72,727282.2000000001,78.39
1120,11.2,269.38,727551.5800000001,78.41
1121,11.21,268.9,727820.4800000001,78.44
1122,11.22,268.85,728089.3300000001,78.47
1123,11.23,268.8,728358.1300000001,78.5
1124,11.24,268.7,728626.8300000001,78.53
1125,11.25,268.3,728895.1300000001,78.56
1126,11.26,268.1,729163.2300000001,78.59
1127,11.27,268.0,729431.2300000001,78.62
1128,11.28,267.95,729699.18,78.65
1129,11.29,267.35,729966.53,78.67
1130,11.3,267.05,730233.5800000001,78.7
1131,11.31,266.52,730500.1000000001,78.73
1132,11.32,266.4,730766.5000000001,78.76
1133,11.33,266.34,731032.8400000001,78.79
1134,11.34,266.31,731299.1500000001,78.82
1135,11.35,265.6,731564.7500000001,78.85
1136,11.36,265.55,731830.3000000002,78.88
1137,11.37,265.35,732095.6500000001,78.9
1138,11.38,265.24,732360.8900000001,78.93
1139,11.39,265.22,732626.1100000001,78.96
1140,11.4,265.17,732891.2800000001,78.99
1141,11.41,265.15,733156.4300000002,79.02
1142,11.42,264.95,733421.3800000001,79.05
1143,11.43,264.8,733686.1800000002,79.08
1144,11.44,264.45,733950.6300000001,79.1
1145,11.45,264.42,734215.0500000002,79.13
1146,11.46,264.4,734479.4500000002,79.16
1147,11.47,264.2,734743.6500000001,79.19
1148,11.48,264.1,735007.7500000001,79.22
1149,11.49,263.9,735271.6500000001,79.25
1150,11.5,263.81,735535.4600000002,79.27
1151,11.51,263.7,735799.1600000001,79.3
1152,11.52,263.45,736062.6100000001,79.33
1153,11.53,263.22,736325.8300000001,79.36
1154,11.54,263.15,736588.9800000001,79.39
1155,11.55,263.09,736852.0700000001,79.42
1156,11.56,262.8,737114.8700000001,79.45
1157,11.57,262.8,737377.6700000002,79.47
1158,11.58,262.25,737639.9200000002,79.5
1159,11.59,262.0,737901.9200000002,79.53
1160,11.6,261.8,738163.7200000002,79.56
1161,11.61,261.65,738425.3700000002,79.59
1162,11.62,261.39,738686.7600000002,79.61
1163,11.63,260.75,738947.5100000002,79.64
1164,11.64,260.75,739208.2600000002,79.67
1165,11.65,260.7,739468.9600000002,79.7
1166,11.66,260.45,739729.4100000001,79.73
1167,11.67,260.36,739989.7700000001,79.76
1168,11.68,260.15,740249.9200000002,79.78
1169,11.69,259.8,740509.7200000002,79.81
1170,11.7,259.6,740769.3200000002,79.84
1171,11.71,259.37,741028.6900000002,79.87
1172,11.72,259.25,741287.9400000002,79.89
1173,11.73,259.18,741547.1200000002,79.92
1174,11.74,259.0,741806.1200000002,79.95
1175,11.75,258.8,742064.9200000003,79.98
1176,11.76,258.5,742323.4200000003,80.01
1177,11.77,257.75,742581.1700000003,80.03
1178,11.78,257.54,742838.7100000003,80.06
1179,11.79,257.5,743096.2100000003,80.09
1180,11.8,257.28,743353.4900000003,80.12
1181,11.81,257.0,743610.4900000003,80.15
1182,11.82,256.9,743867.3900000004,80.17
1183,11.83,255.95,744123.3400000003,80.2
1184,11.84,255.76,744379.1000000003,80.23
1185,11.85,255.7,744634.8000000003,80.26
1186,11.86,255.53,744890.3300000003,80.28
1187,11.87,255.1,745145.4300000003,80.31
1188,11.88,255.07,745400.5000000002,80.34
1189,11.89,255.05,745655.5500000003,80.37
1190,11.9,255.0,745910.5500000003,80.39
1191,11.91,254.91,746165.4600000003,80.42
1192,11.92,254.85,746420.3100000003,80.45
1193,11.93,254.85,746675.1600000003,80.48
1194,11.94,254.73,746929.8900000002,80.5
1195,11.95,254.4,747184.2900000003,80.53
1196,11.96,254.3,747438.5900000003,80.56
1197,11.97,254.2,747692.7900000003,80.59
1198,11.98,254.15,747946.9400000003,80.61
1199,11.99,253.85,748200.7900000003,80.64
1200,12.0,253.5,748454.2900000003,80.67
1201,12.01,253.43,748707.7200000003,80.69
1202,12.02,253.42,748961.1400000004,80.72
1203,12.03,253.25,749214.3900000004,80.75
1204,12.04,253.05,749467.4400000004,80.78
1205,12.05,252.6,749720.0400000004,80.8
1206,12.06,252.53,749972.5700000004,80.83
1207,12.07,251.8,750224.3700000005,80.86
1208,12.08,251.6,750475.9700000004,80.89
1209,12.09,251.42,750727.3900000005,80.91
1210,12.1,251.1,750978.4900000005,80.94
1211,12.11,251.05,751229.5400000005,80.97
1212,12.12,250.9,751480.4400000005,80.99
1213,12.13,250.83,751731.2700000005,81.02
1214,12.14,250.73,751982.0000000005,81.05
1215,12.15,250.71,752232.7100000004,81.07
1216,12.16,250.65,752483.3600000005,81.1
1217,12.17,250.2,752733.5600000004,81.13
1218,12.18,250.1,752983.6600000004,81.16
1219,12.19,250.09,753233.7500000003,81.18
1220,12.2,249.9,753483.6500000004,81.21
1221,12.21,249.25,753732.9000000004,81.24
1222,12.22,249.22,753982.1200000003,81.26
1223,12.23,249.1,754231.2200000003,81.29
1224,12.24,249.02,754480.2400000003,81.32
1225,12.25,248.95,754729.1900000003,81.34
1226,12.26,248.9,754978.0900000003,81.37
1227,12.27,248.75,755226.8400000003,81.4
1228,12.28,248.54,755475.3800000004,81.42
1229,12.29,248.53,755723.9100000004,81.45
1230,12.3,248.45,755972.3600000003,81.48
1231,12.31,248.39,756220.7500000003,81.5
1232,12.32,248.19,756468.9400000003,81.53
1233,12.33,248.15,756717.0900000003,81.56
1234,12.34,248.12,756965.2100000003,81.58
1235,12.35,248.08,757213.2900000003,81.61
1236,12.36,247.95,757461.2400000002,81.64
1237,12.37,247.9,757709.1400000002,81.66
1238,12.38,247.79,757956.9300000003,81.69
1239,12.39,247.72,758204.6500000003,81.72
1240,12.4,247.5,758452.1500000003,81.74
1241,12.41,247.45,758699.6000000002,81.77
1242,12.42,247.25,758946.8500000002,81.8
1243,12.43,247.04,759193.8900000002,81.82
1244,12.44,247.0,759440.8900000002,81.85
1245,12.45,246.91,759687.8000000003,81.88
1246,12.46,246.75,759934.5500000003,81.9
1247,12.47,246.63,760181.1800000003,81.93
1248,12.48,245.69,760426.8700000002,81.96
1249,12.49,245.5,760672.3700000002,81.98
1250,12.5,245.39,760917.7600000002,82.01
1251,12.51,245.24,761163.0000000002,82.04
1252,12.52,245.19,761408.1900000002,82.06
1253,12.53,245.0,761653.1900000002,82.09
1254,12.54,245.0,761898.1900000002,82.12
1255,12.55,244.92,762143.1100000002,82.14
1256,12.56,244.9,762388.0100000002,82.17
1257,12.57,244.79,762632.8000000003,82.2
1258,12.58,244.7,762877.5000000002,82.22
1259,12.59,244.65,763122.1500000003,82.25
1260,12.6,244.55,763366.7000000003,82.27
1261,12.61,244.15,763610.8500000003,82.3
1262,12.62,244.13,763854.9800000003,82.33
1263,12.63,243.7,764098.6800000003,82.35
1264,12.64,243.64,764342.3200000003,82.38
1265,12.65,243.59,764585.9100000003,82.41
1266,12.66,243.5,764829.4100000003,82.43
1267,12.67,243.39,765072.8000000003,82.46
1268,12.68,243.25,765316.0500000003,82.48
1269,12.69,243.2,765559.2500000002,82.51
1270,12.7,242.95,765802.2000000002,82.54
1271,12.71,242.85,766045.0500000002,82.56
1272,12.72,242.7,766287.7500000001,82.59
1273,12.73,242.57,766530.3200000001,82.62
1274,12.74,242.5,766772.8200000001,82.64
1275,12.75,242.35,767015.17,82.67
