customer_id,total_txns,total_spend,avg_txn_amount,max_txn_amount,first_seen,last_seen,fraud_txns,fraud_rate_pct,active_days,txns_per_day,value_segment,ever_compromised
611,192,14285.66,74.4,164.61,2018-04-01 16:30:39,2018-07-01 15:38:54,0,0.0,91,2.11,A - Premium,No
612,152,9850.0,64.8,141.19,2018-04-02 10:45:02,2018-07-01 18:04:23,0,0.0,91,1.67,B - High Value,No
613,133,12007.29,90.28,558.0,2018-04-01 11:55:14,2018-07-01 04:05:45,16,12.03,91,1.46,B - High Value,Yes
614,250,3237.21,12.95,29.74,2018-04-01 15:21:57,2018-07-01 22:06:27,1,0.4,92,2.72,C - Mid Value,Yes
615,311,2493.35,8.02,19.38,2018-04-01 13:09:10,2018-07-01 17:31:26,3,0.965,92,3.38,D - Low Value,Yes
616,118,739.23,6.26,14.16,2018-04-01 00:28:07,2018-07-01 17:11:12,1,0.847,92,1.28,D - Low Value,Yes
617,148,2955.2,19.97,44.79,2018-04-01 10:24:05,2018-07-01 10:33:38,1,0.676,92,1.61,C - Mid Value,Yes
618,216,1665.14,7.71,19.1,2018-04-02 05:55:12,2018-07-01 14:52:08,0,0.0,91,2.37,D - Low Value,No
619,186,8493.36,45.66,100.8,2018-04-01 16:27:01,2018-07-01 12:49:34,0,0.0,91,2.04,B - High Value,No
620,327,18422.44,56.34,141.76,2018-04-01 06:24:12,2018-07-01 21:06:45,0,0.0,92,3.55,A - Premium,No
621,295,22963.54,77.84,169.1,2018-04-01 08:34:42,2018-07-01 16:59:28,5,1.695,92,3.21,A - Premium,Yes
622,12,854.27,71.19,122.91,2018-04-02 12:34:26,2018-06-25 13:50:12,1,8.333,85,0.14,D - Low Value,Yes
623,149,10429.64,70.0,168.16,2018-04-01 13:13:29,2018-07-01 13:35:29,2,1.342,92,1.62,B - High Value,Yes
624,213,4910.93,23.06,50.7,2018-04-01 08:15:55,2018-07-01 14:37:51,0,0.0,92,2.32,C - Mid Value,No
625,202,15797.78,78.21,184.93,2018-04-01 05:22:46,2018-07-01 06:04:46,1,0.495,92,2.2,A - Premium,Yes
626,106,2227.53,21.01,43.08,2018-04-02 13:46:25,2018-07-01 13:46:33,2,1.887,91,1.16,D - Low Value,Yes
627,216,16280.6,75.37,172.34,2018-04-01 11:44:57,2018-07-01 15:37:07,0,0.0,92,2.35,A - Premium,No
628,198,19174.65,96.84,215.79,2018-04-02 15:09:32,2018-07-01 13:20:50,2,1.01,90,2.2,A - Premium,Yes
629,98,3063.29,31.26,67.67,2018-04-01 09:41:23,2018-07-01 19:09:22,0,0.0,92,1.07,C - Mid Value,No
630,302,28787.76,95.32,203.89,2018-04-01 05:09:52,2018-07-01 16:17:21,1,0.331,92,3.28,A - Premium,Yes
631,73,6982.61,95.65,202.64,2018-04-03 19:29:34,2018-06-26 10:22:58,1,1.37,84,0.87,C - Mid Value,Yes
632,221,5484.75,24.82,56.75,2018-04-01 02:36:40,2018-07-01 23:26:13,1,0.452,92,2.4,C - Mid Value,Yes
633,338,30892.63,91.4,198.16,2018-04-01 09:41:50,2018-07-01 23:02:30,0,0.0,92,3.67,A - Premium,No
634,40,3022.94,75.57,154.87,2018-04-01 05:57:52,2018-07-01 14:21:56,0,0.0,92,0.43,C - Mid Value,No
635,341,7617.94,22.34,49.63,2018-04-01 03:53:02,2018-07-01 14:06:55,0,0.0,92,3.71,B - High Value,No
636,173,14800.43,85.55,197.49,2018-04-01 13:45:04,2018-07-01 08:13:39,0,0.0,91,1.9,A - Premium,No
637,350,14201.14,40.57,106.99,2018-04-01 07:49:39,2018-07-01 09:48:22,2,0.571,92,3.8,B - High Value,Yes
638,272,10825.39,39.8,92.7,2018-04-01 05:46:46,2018-07-01 14:49:19,0,0.0,92,2.96,B - High Value,No
639,3,172.83,57.61,72.12,2018-04-19 04:50:04,2018-06-27 18:25:10,0,0.0,70,0.04,D - Low Value,No
640,99,3048.24,30.79,63.74,2018-04-01 05:52:44,2018-06-30 15:32:00,0,0.0,91,1.09,C - Mid Value,No
641,146,2049.85,14.04,29.86,2018-04-02 09:00:41,2018-07-01 20:17:56,0,0.0,91,1.6,D - Low Value,No
642,349,17006.41,48.73,106.09,2018-04-01 08:20:42,2018-07-01 20:07:45,0,0.0,92,3.79,A - Premium,No
643,27,3185.91,118.0,722.45,2018-04-03 15:33:28,2018-07-01 03:28:50,2,7.407,89,0.3,C - Mid Value,Yes
644,228,9473.53,41.55,87.69,2018-04-01 16:25:13,2018-07-01 10:25:50,2,0.877,91,2.51,B - High Value,Yes
645,290,21529.05,74.24,157.21,2018-04-01 15:11:16,2018-07-01 15:47:37,0,0.0,92,3.15,A - Premium,No
646,129,5494.34,42.59,382.7,2018-04-01 06:52:28,2018-07-01 21:07:14,5,3.876,92,1.4,C - Mid Value,Yes
647,185,2662.24,14.39,31.52,2018-04-01 11:46:57,2018-07-01 07:31:31,2,1.081,91,2.03,D - Low Value,Yes
648,156,1708.72,10.95,24.51,2018-04-01 11:23:13,2018-07-01 23:32:41,0,0.0,92,1.7,D - Low Value,No
649,259,21936.83,84.7,175.81,2018-04-01 14:24:58,2018-07-01 19:06:23,0,0.0,92,2.82,A - Premium,No
650,283,24488.57,86.53,226.53,2018-04-01 04:57:54,2018-07-01 09:58:16,1,0.353,92,3.08,A - Premium,Yes
651,305,22490.29,73.74,172.02,2018-04-01 08:38:28,2018-07-01 21:35:06,0,0.0,92,3.32,A - Premium,No
652,256,25554.79,99.82,227.07,2018-04-01 08:56:10,2018-07-01 18:29:01,3,1.172,92,2.78,A - Premium,Yes
653,147,12408.24,84.41,202.71,2018-04-01 13:23:06,2018-07-01 16:13:53,0,0.0,92,1.6,B - High Value,No
654,160,15252.16,95.33,203.79,2018-04-01 14:52:24,2018-07-01 13:50:56,0,0.0,91,1.76,A - Premium,No
655,295,29118.15,98.71,227.16,2018-04-01 01:20:57,2018-07-01 16:03:31,5,1.695,92,3.21,A - Premium,Yes
656,172,13830.21,80.41,175.1,2018-04-01 05:19:13,2018-06-30 14:55:03,2,1.163,91,1.89,B - High Value,Yes
657,17,1334.21,78.48,194.33,2018-04-12 15:51:36,2018-06-26 09:12:35,0,0.0,75,0.23,D - Low Value,No
658,307,25023.18,81.51,596.75,2018-04-01 04:25:58,2018-07-01 14:22:22,20,6.515,92,3.34,A - Premium,Yes
659,37,1727.21,46.68,83.5,2018-04-02 12:12:34,2018-06-30 16:19:22,0,0.0,90,0.41,D - Low Value,No
660,150,12728.69,84.86,190.27,2018-04-01 14:21:53,2018-07-01 11:16:28,0,0.0,91,1.65,B - High Value,No
661,109,6494.78,59.59,128.73,2018-04-01 14:10:30,2018-07-01 14:17:55,0,0.0,92,1.18,C - Mid Value,No
662,244,24612.69,100.87,258.12,2018-04-02 06:03:07,2018-07-01 15:38:06,3,1.23,91,2.68,A - Premium,Yes
663,75,7446.34,99.28,209.77,2018-04-03 11:04:55,2018-07-01 22:14:59,1,1.333,90,0.83,B - High Value,Yes
664,235,21587.43,91.86,224.67,2018-04-01 10:11:02,2018-07-01 21:44:30,2,0.851,92,2.55,A - Premium,Yes
665,244,8258.73,33.85,83.66,2018-04-01 09:36:08,2018-07-01 18:01:02,0,0.0,92,2.65,B - High Value,No
666,144,9316.61,64.7,130.14,2018-04-01 08:49:25,2018-07-01 03:23:03,1,0.694,91,1.58,B - High Value,Yes
667,247,13396.45,54.24,127.82,2018-04-01 08:03:59,2018-07-01 20:28:52,3,1.215,92,2.68,B - High Value,Yes
668,290,24133.41,83.22,197.11,2018-04-01 08:47:21,2018-07-01 18:26:57,0,0.0,92,3.15,A - Premium,No
669,231,14600.78,63.21,202.55,2018-04-01 07:00:13,2018-07-01 18:47:39,1,0.433,92,2.51,A - Premium,Yes
670,97,3230.82,33.31,71.81,2018-04-05 09:53:01,2018-07-01 09:35:13,0,0.0,87,1.11,C - Mid Value,No
671,215,5421.44,25.22,61.73,2018-04-01 02:25:21,2018-07-01 16:44:03,0,0.0,92,2.34,C - Mid Value,No
672,195,10256.56,52.6,435.2,2018-04-01 07:05:10,2018-07-01 10:01:03,2,1.026,92,2.12,B - High Value,Yes
673,170,962.96,5.66,12.61,2018-04-01 12:12:11,2018-07-01 03:03:20,0,0.0,91,1.87,D - Low Value,No
674,25,1924.53,76.98,139.49,2018-04-10 18:41:25,2018-06-28 13:29:04,0,0.0,79,0.32,D - Low Value,No
675,195,15128.02,77.58,172.5,2018-04-01 10:26:31,2018-07-01 10:50:32,0,0.0,92,2.12,A - Premium,No
676,251,4807.74,19.15,44.12,2018-04-01 07:08:50,2018-07-01 09:05:28,0,0.0,92,2.73,C - Mid Value,No
677,319,18023.65,56.5,164.55,2018-04-01 16:19:25,2018-07-01 20:23:15,4,1.254,92,3.47,A - Premium,Yes
678,92,1934.34,21.03,45.02,2018-04-01 13:37:56,2018-07-01 17:20:33,2,2.174,92,1.0,D - Low Value,Yes
679,185,5414.55,29.27,70.25,2018-04-01 04:37:31,2018-07-01 15:52:59,2,1.081,92,2.01,C - Mid Value,Yes
680,187,15177.62,81.16,230.81,2018-04-01 06:19:55,2018-07-01 19:42:14,2,1.07,92,2.03,A - Premium,Yes
681,324,17985.21,55.51,139.08,2018-04-01 04:42:49,2018-07-01 17:03:45,3,0.926,92,3.52,A - Premium,Yes
682,59,3920.82,66.45,130.06,2018-04-05 11:22:24,2018-07-01 07:32:05,0,0.0,87,0.68,C - Mid Value,No
683,161,15413.81,95.74,241.07,2018-04-01 12:24:10,2018-07-01 05:08:34,5,3.106,91,1.77,A - Premium,Yes
684,260,12326.05,47.41,136.1,2018-04-01 03:18:32,2018-07-01 13:05:30,0,0.0,92,2.83,B - High Value,No
685,211,18791.06,89.06,220.62,2018-04-01 13:53:39,2018-06-30 11:58:21,3,1.422,90,2.34,A - Premium,Yes
686,90,8170.46,90.78,192.63,2018-04-01 13:07:32,2018-07-01 18:52:26,0,0.0,92,0.98,B - High Value,No
687,37,1504.7,40.67,80.23,2018-04-05 08:49:36,2018-06-30 14:24:13,0,0.0,87,0.43,D - Low Value,No
688,53,5355.86,101.05,178.77,2018-04-01 09:52:29,2018-07-01 18:03:38,0,0.0,92,0.58,C - Mid Value,No
689,178,16593.35,93.22,217.7,2018-04-01 07:37:11,2018-06-30 13:34:17,0,0.0,91,1.96,A - Premium,No
690,72,4728.04,65.67,126.1,2018-04-01 05:33:16,2018-06-28 13:46:10,0,0.0,89,0.81,C - Mid Value,No
691,165,5017.59,30.41,61.56,2018-04-02 02:38:11,2018-07-01 16:11:37,2,1.212,91,1.81,C - Mid Value,Yes
692,41,3940.23,96.1,164.69,2018-04-03 12:08:53,2018-06-30 17:27:55,0,0.0,89,0.46,C - Mid Value,No
693,73,2364.74,32.39,66.12,2018-04-01 13:19:23,2018-06-30 17:23:31,0,0.0,91,0.8,D - Low Value,No
694,200,3045.35,15.23,36.0,2018-04-01 05:35:51,2018-07-01 15:04:49,2,1.0,92,2.17,C - Mid Value,Yes
695,138,12019.14,87.1,198.29,2018-04-01 06:31:54,2018-07-01 12:59:41,4,2.899,92,1.5,B - High Value,Yes
696,247,4686.32,18.97,44.42,2018-04-01 16:57:57,2018-07-01 23:28:00,0,0.0,92,2.68,C - Mid Value,No
697,237,18978.69,80.08,191.53,2018-04-01 08:58:00,2018-07-01 20:05:05,0,0.0,92,2.58,A - Premium,No
698,261,9298.91,35.63,76.52,2018-04-01 06:45:01,2018-06-29 12:27:36,0,0.0,90,2.9,B - High Value,No
699,172,16258.49,94.53,202.34,2018-04-02 08:22:31,2018-07-01 20:22:31,0,0.0,91,1.89,A - Premium,No
700,79,487.21,6.17,12.38,2018-04-04 08:50:52,2018-06-27 15:04:15,1,1.266,85,0.93,D - Low Value,Yes
701,332,10280.5,30.97,73.91,2018-04-01 07:34:25,2018-06-30 23:08:45,1,0.301,91,3.65,B - High Value,Yes
702,320,6140.29,19.19,46.78,2018-04-01 11:21:28,2018-07-01 12:49:27,0,0.0,92,3.48,C - Mid Value,No
703,123,8816.01,71.67,154.47,2018-04-01 09:19:45,2018-07-01 13:23:42,0,0.0,92,1.34,B - High Value,No
704,33,2068.33,62.68,112.04,2018-04-02 08:00:43,2018-06-28 11:47:05,0,0.0,88,0.38,D - Low Value,No
705,213,6218.16,29.19,79.99,2018-04-01 07:02:43,2018-07-01 03:41:19,4,1.878,91,2.34,C - Mid Value,Yes
706,165,12506.89,75.8,184.71,2018-04-01 06:40:11,2018-07-01 14:49:23,2,1.212,92,1.79,B - High Value,Yes
707,5,158.18,31.64,62.33,2018-04-07 13:12:15,2018-06-16 07:38:37,0,0.0,70,0.07,D - Low Value,No
708,320,5300.48,16.56,36.65,2018-04-02 06:42:53,2018-07-01 14:35:03,1,0.312,91,3.52,C - Mid Value,Yes
709,61,1946.43,31.91,70.89,2018-04-01 11:52:45,2018-06-30 11:59:42,2,3.279,91,0.67,D - Low Value,Yes
710,301,22489.87,74.72,172.59,2018-04-01 14:22:42,2018-07-01 13:19:56,3,0.997,91,3.31,A - Premium,Yes
711,87,8043.98,92.46,197.01,2018-04-01 10:02:38,2018-06-30 11:36:09,0,0.0,91,0.96,B - High Value,No
712,345,11563.83,33.52,80.61,2018-04-01 00:51:21,2018-07-01 12:12:31,11,3.188,92,3.75,B - High Value,Yes
713,171,6919.86,40.47,104.36,2018-04-01 09:37:07,2018-07-01 12:01:50,0,0.0,92,1.86,C - Mid Value,No
714,339,28100.92,82.89,173.48,2018-04-01 05:28:35,2018-07-01 22:47:03,5,1.475,92,3.68,A - Premium,Yes
715,30,1074.48,35.82,79.17,2018-04-04 17:18:36,2018-07-01 12:17:48,0,0.0,88,0.34,D - Low Value,No
716,291,9236.49,31.74,73.12,2018-04-01 09:02:40,2018-07-01 14:10:31,0,0.0,92,3.16,B - High Value,No
717,290,10941.81,37.73,87.54,2018-04-01 07:10:42,2018-07-01 21:15:28,2,0.69,92,3.15,B - High Value,Yes
718,285,10844.0,38.05,91.9,2018-04-01 11:53:31,2018-07-01 22:55:08,0,0.0,92,3.1,B - High Value,No
719,143,8612.35,60.23,125.66,2018-04-01 18:46:51,2018-07-01 14:21:03,0,0.0,91,1.57,B - High Value,No
720,240,22000.47,91.67,215.59,2018-04-01 05:41:11,2018-07-01 18:34:30,0,0.0,92,2.61,A - Premium,No
721,325,32583.39,100.26,226.31,2018-04-01 03:35:19,2018-07-01 14:27:02,4,1.231,92,3.53,A - Premium,Yes
722,102,6808.56,66.75,124.13,2018-04-02 05:42:09,2018-06-30 11:11:31,0,0.0,90,1.13,C - Mid Value,No
723,252,15837.1,62.85,143.73,2018-04-01 06:54:46,2018-07-01 12:54:47,0,0.0,92,2.74,A - Premium,No
724,124,11383.27,91.8,212.1,2018-04-01 01:32:39,2018-06-29 06:49:51,0,0.0,90,1.38,B - High Value,No
725,261,22348.96,85.63,196.13,2018-04-01 13:27:21,2018-07-01 21:08:40,0,0.0,92,2.84,A - Premium,No
726,138,12807.86,92.81,205.26,2018-04-01 13:03:41,2018-07-01 13:31:26,0,0.0,92,1.5,B - High Value,No
727,84,1377.97,16.4,37.29,2018-04-04 07:58:38,2018-07-01 13:09:13,0,0.0,89,0.94,D - Low Value,No
728,13,215.53,16.58,37.42,2018-04-12 12:41:42,2018-06-26 14:02:48,1,7.692,76,0.17,D - Low Value,Yes
729,289,6133.95,21.22,57.54,2018-04-02 05:42:43,2018-07-01 20:56:36,3,1.038,91,3.18,C - Mid Value,Yes
730,2,180.3,90.15,116.99,2018-04-03 05:32:34,2018-05-27 06:14:01,0,0.0,55,0.04,D - Low Value,No
731,123,7536.39,61.27,123.33,2018-04-01 00:34:29,2018-07-01 11:03:35,2,1.626,92,1.34,B - High Value,Yes
732,368,19574.59,53.19,132.31,2018-04-01 08:14:02,2018-07-01 14:47:05,2,0.543,92,4.0,A - Premium,Yes
733,263,23003.57,87.47,191.56,2018-04-01 06:54:45,2018-07-01 14:00:58,0,0.0,92,2.86,A - Premium,No
734,188,15340.44,81.6,173.76,2018-04-01 10:44:42,2018-07-01 08:41:52,4,2.128,91,2.07,A - Premium,Yes
735,57,3608.75,63.31,120.76,2018-04-01 11:00:49,2018-07-01 15:55:35,0,0.0,92,0.62,C - Mid Value,No
736,112,4529.36,40.44,73.65,2018-04-01 05:54:07,2018-07-01 17:21:54,1,0.893,92,1.22,C - Mid Value,Yes
737,43,3960.63,92.11,194.74,2018-04-03 06:26:53,2018-06-27 17:10:06,0,0.0,86,0.5,C - Mid Value,No
738,228,2034.65,8.92,19.68,2018-04-01 05:07:09,2018-07-01 16:33:17,0,0.0,92,2.48,D - Low Value,No
739,49,4589.66,93.67,192.48,2018-04-01 20:03:02,2018-06-30 18:18:19,0,0.0,90,0.54,C - Mid Value,No
740,244,13771.48,56.44,122.84,2018-04-01 11:20:05,2018-07-01 21:27:38,1,0.41,92,2.65,B - High Value,Yes
741,299,3185.22,10.65,24.33,2018-04-01 07:26:03,2018-07-01 17:38:08,1,0.334,92,3.25,C - Mid Value,Yes
742,295,11462.5,38.86,89.36,2018-04-02 04:22:16,2018-07-01 21:34:27,0,0.0,91,3.24,B - High Value,No
743,101,1426.58,14.12,33.69,2018-04-01 08:17:57,2018-06-30 09:33:47,0,0.0,91,1.11,D - Low Value,No
744,333,16295.95,48.94,121.77,2018-04-01 10:55:27,2018-07-01 08:37:51,2,0.601,91,3.66,A - Premium,Yes
745,279,12415.85,44.5,112.18,2018-04-01 09:34:34,2018-07-01 17:12:50,1,0.358,92,3.03,B - High Value,Yes
746,12,729.96,60.83,112.93,2018-04-04 15:27:10,2018-06-26 13:10:42,0,0.0,83,0.14,D - Low Value,No
747,166,2215.87,13.35,29.06,2018-04-01 11:10:06,2018-07-01 14:36:00,0,0.0,92,1.8,D - Low Value,No
748,334,11040.12,33.05,83.92,2018-04-01 10:49:11,2018-07-01 16:35:17,3,0.898,92,3.63,B - High Value,Yes
749,244,21581.91,88.45,209.08,2018-04-01 02:07:55,2018-06-30 12:29:04,0,0.0,91,2.68,A - Premium,No
750,306,25649.56,83.82,197.06,2018-04-01 09:49:34,2018-07-01 17:32:09,1,0.327,92,3.33,A - Premium,Yes
751,17,1572.8,92.52,147.83,2018-04-03 13:30:22,2018-06-28 10:58:25,0,0.0,86,0.2,D - Low Value,No
752,203,3323.13,16.37,35.38,2018-04-02 11:12:39,2018-07-01 22:12:40,2,0.985,91,2.23,C - Mid Value,Yes
753,18,673.03,37.39,70.95,2018-04-03 07:22:46,2018-06-27 15:44:02,0,0.0,86,0.21,D - Low Value,No
754,98,5716.26,58.33,140.06,2018-04-01 13:19:26,2018-07-01 16:35:28,0,0.0,92,1.07,C - Mid Value,No
755,217,15394.86,70.94,157.89,2018-04-01 09:38:29,2018-07-01 18:49:10,0,0.0,92,2.36,A - Premium,No
756,29,518.09,17.87,41.45,2018-04-01 14:25:35,2018-06-28 01:48:25,0,0.0,88,0.33,D - Low Value,No
757,231,13629.69,59.0,525.3,2018-04-01 09:53:17,2018-07-01 21:16:41,11,4.762,92,2.51,B - High Value,Yes
758,213,4332.62,20.34,45.75,2018-04-01 02:30:25,2018-07-01 17:49:42,0,0.0,92,2.32,C - Mid Value,No
759,252,8668.66,34.4,75.71,2018-04-01 11:19:51,2018-07-01 07:49:03,3,1.19,91,2.77,B - High Value,Yes
760,110,9700.24,88.18,169.8,2018-04-04 11:11:02,2018-07-01 11:41:58,0,0.0,89,1.24,B - High Value,No
761,154,8779.23,57.01,155.36,2018-04-01 09:31:45,2018-07-01 17:19:22,3,1.948,92,1.67,B - High Value,Yes
762,143,4264.86,29.82,69.67,2018-04-01 12:51:02,2018-07-01 07:43:56,1,0.699,91,1.57,C - Mid Value,Yes
763,167,14081.54,84.32,220.42,2018-04-03 13:27:47,2018-07-01 17:24:52,2,1.198,90,1.86,B - High Value,Yes
764,126,5897.48,46.81,101.99,2018-04-01 12:38:50,2018-07-01 06:00:42,0,0.0,91,1.38,C - Mid Value,No
765,128,14442.19,112.83,753.7,2018-04-01 13:22:59,2018-07-01 23:20:11,10,7.812,92,1.39,A - Premium,Yes
766,136,10824.18,79.59,202.66,2018-04-01 12:13:53,2018-07-01 16:50:18,1,0.735,92,1.48,B - High Value,Yes
767,173,2363.91,13.66,27.55,2018-04-02 05:00:00,2018-07-01 12:39:39,1,0.578,91,1.9,D - Low Value,Yes
768,145,18269.3,126.0,948.65,2018-04-01 05:02:58,2018-07-01 17:02:35,13,8.966,92,1.58,A - Premium,Yes
769,302,14344.65,47.5,132.72,2018-04-01 04:07:19,2018-07-01 19:53:00,0,0.0,92,3.28,A - Premium,No
770,90,8242.61,91.58,184.09,2018-04-01 05:39:11,2018-06-29 11:18:10,0,0.0,90,1.0,B - High Value,No
771,233,2449.79,10.51,24.69,2018-04-01 05:23:25,2018-07-01 09:18:33,0,0.0,92,2.53,D - Low Value,No
772,269,23797.8,88.47,210.96,2018-04-01 10:29:39,2018-07-01 18:38:36,3,1.115,92,2.92,A - Premium,Yes
773,97,8191.96,84.45,175.43,2018-04-01 12:33:33,2018-06-29 15:31:59,0,0.0,90,1.08,B - High Value,No
774,38,1655.97,43.58,87.76,2018-04-01 06:02:44,2018-06-30 12:48:15,0,0.0,91,0.42,D - Low Value,No
775,364,10492.43,28.83,73.66,2018-04-01 06:59:28,2018-07-01 23:58:10,2,0.549,92,3.96,B - High Value,Yes
776,191,11525.85,60.34,140.89,2018-04-01 03:23:09,2018-07-01 14:41:52,0,0.0,92,2.08,B - High Value,No
777,240,7582.25,31.59,70.66,2018-04-01 11:38:12,2018-07-01 16:46:20,3,1.25,92,2.61,B - High Value,Yes
778,55,1894.98,34.45,78.87,2018-04-01 04:58:10,2018-06-30 21:27:05,0,0.0,91,0.6,D - Low Value,No
779,102,10774.84,105.64,622.45,2018-04-02 12:49:03,2018-07-01 18:16:55,10,9.804,91,1.12,B - High Value,Yes
780,220,2509.59,11.41,27.14,2018-04-01 06:05:47,2018-07-01 18:06:39,3,1.364,92,2.39,D - Low Value,Yes
781,189,7529.59,39.84,83.99,2018-04-01 07:04:40,2018-07-01 15:35:23,0,0.0,92,2.05,B - High Value,No
782,153,3333.15,21.79,49.26,2018-04-01 07:51:06,2018-07-01 17:22:53,1,0.654,92,1.66,C - Mid Value,Yes
783,264,5642.05,21.37,45.94,2018-04-01 20:59:55,2018-07-01 11:00:31,0,0.0,91,2.9,C - Mid Value,No
784,32,3165.48,98.92,188.65,2018-04-02 09:12:58,2018-06-22 17:03:56,1,3.125,82,0.39,C - Mid Value,Yes
785,58,1179.95,20.34,50.17,2018-04-02 10:20:51,2018-06-28 09:13:18,0,0.0,87,0.67,D - Low Value,No
786,343,12697.55,37.02,76.92,2018-04-01 01:11:16,2018-07-01 20:19:01,2,0.583,92,3.73,B - High Value,Yes
787,200,12454.78,62.27,128.92,2018-04-01 09:02:53,2018-07-01 04:15:02,1,0.5,91,2.2,B - High Value,Yes
788,65,1845.1,28.39,62.24,2018-04-02 09:58:59,2018-06-30 04:41:57,0,0.0,89,0.73,D - Low Value,No
789,353,23064.35,65.34,144.38,2018-04-01 05:12:01,2018-07-01 11:10:48,0,0.0,92,3.84,A - Premium,No
790,42,932.03,22.19,44.99,2018-04-02 09:08:15,2018-06-30 12:34:12,0,0.0,90,0.47,D - Low Value,No
791,294,25928.8,88.19,217.74,2018-04-01 05:51:46,2018-07-01 20:14:27,1,0.34,92,3.2,A - Premium,Yes
792,106,8737.84,82.43,205.37,2018-04-01 03:59:34,2018-07-01 07:45:32,0,0.0,92,1.15,B - High Value,No
793,59,3174.24,53.8,100.36,2018-04-01 07:32:36,2018-07-01 01:58:13,0,0.0,91,0.65,C - Mid Value,No
794,86,4246.93,49.38,114.39,2018-04-01 07:54:49,2018-07-01 14:49:28,1,1.163,92,0.93,C - Mid Value,Yes
795,258,7440.47,28.84,71.36,2018-04-01 04:07:58,2018-06-30 09:20:19,1,0.388,91,2.84,B - High Value,Yes
796,187,2931.79,15.68,119.9,2018-04-01 09:16:04,2018-07-01 15:04:59,9,4.813,92,2.03,C - Mid Value,Yes
797,94,3785.49,40.27,75.54,2018-04-04 12:37:02,2018-07-01 19:06:14,1,1.064,89,1.06,C - Mid Value,Yes
798,252,18754.36,74.42,165.62,2018-04-01 08:11:54,2018-07-01 12:07:19,2,0.794,92,2.74,A - Premium,Yes
799,204,13050.76,63.97,149.02,2018-04-01 07:51:23,2018-07-01 16:15:00,2,0.98,92,2.22,B - High Value,Yes
800,216,17020.81,78.8,187.6,2018-04-01 06:24:31,2018-07-01 14:43:58,0,0.0,92,2.35,A - Premium,No
801,227,6312.53,27.81,131.1,2018-04-01 10:22:31,2018-07-01 20:00:03,6,2.643,92,2.47,C - Mid Value,Yes
802,227,10825.86,47.69,133.55,2018-04-01 05:18:57,2018-06-30 17:40:12,0,0.0,91,2.49,B - High Value,No
803,213,9893.65,46.45,118.91,2018-04-01 04:05:19,2018-07-01 15:55:12,2,0.939,92,2.32,B - High Value,Yes
804,27,1997.22,73.97,124.79,2018-04-10 08:23:50,2018-06-24 02:50:50,0,0.0,75,0.36,D - Low Value,No
805,92,8764.53,95.27,218.74,2018-04-02 10:50:19,2018-07-01 19:40:42,0,0.0,91,1.01,B - High Value,No
806,121,2750.01,22.73,44.56,2018-04-02 17:59:20,2018-07-01 19:43:10,0,0.0,91,1.33,D - Low Value,No
807,127,3748.13,29.51,68.0,2018-04-01 09:15:53,2018-07-01 16:13:02,0,0.0,92,1.38,C - Mid Value,No
808,61,518.15,8.49,16.53,2018-04-01 12:45:14,2018-07-01 14:56:21,0,0.0,92,0.66,D - Low Value,No
809,287,16792.96,58.51,127.28,2018-04-01 15:27:11,2018-07-01 14:42:36,3,1.045,91,3.15,A - Premium,Yes
810,296,29246.24,98.8,266.34,2018-04-01 12:00:41,2018-07-01 13:56:38,12,4.054,92,3.22,A - Premium,Yes
811,327,16742.89,51.2,120.65,2018-04-01 07:22:04,2018-07-01 12:33:51,2,0.612,92,3.55,A - Premium,Yes
812,1,123.55,123.55,123.55,2018-04-21 16:25:44,2018-04-21 16:25:44,0,0.0,1,1.0,D - Low Value,No
813,110,11656.73,105.97,215.4,2018-04-01 08:12:37,2018-07-01 17:55:26,1,0.909,92,1.2,B - High Value,Yes
814,78,6569.43,84.22,186.39,2018-04-02 06:43:41,2018-07-01 10:38:50,0,0.0,91,0.86,C - Mid Value,No
815,364,37237.12,102.3,227.97,2018-04-01 07:38:03,2018-07-01 19:05:32,6,1.648,92,3.96,A - Premium,Yes
816,13,132.07,10.16,22.22,2018-04-05 06:03:37,2018-06-21 13:30:05,0,0.0,78,0.17,D - Low Value,No
817,164,3121.48,19.03,44.36,2018-04-01 09:58:09,2018-07-01 13:04:02,0,0.0,92,1.78,C - Mid Value,No
818,296,19486.44,65.83,151.55,2018-04-01 04:04:29,2018-06-30 12:43:38,1,0.338,91,3.25,A - Premium,Yes
819,249,18154.56,72.91,174.78,2018-04-01 02:09:22,2018-07-01 17:01:26,6,2.41,92,2.71,A - Premium,Yes
820,19,671.27,35.33,56.36,2018-04-10 05:36:04,2018-06-28 09:03:18,0,0.0,80,0.24,D - Low Value,No
821,186,18400.85,98.93,192.1,2018-04-01 10:03:24,2018-07-01 13:09:13,0,0.0,92,2.02,A - Premium,No
822,1,54.41,54.41,54.41,2018-04-10 10:03:10,2018-04-10 10:03:10,0,0.0,1,1.0,D - Low Value,No
823,112,9832.76,87.79,210.29,2018-04-02 06:52:34,2018-07-01 13:00:04,0,0.0,91,1.23,B - High Value,No
824,233,9228.23,39.61,91.52,2018-04-01 07:55:55,2018-07-01 03:25:57,0,0.0,91,2.56,B - High Value,No
825,312,16596.5,53.19,122.44,2018-04-01 02:09:51,2018-07-01 14:40:55,0,0.0,92,3.39,A - Premium,No
